196, 13, 2022-03-26, 2022-11-22
51, 7, 2022-08-03, 2023-02-23
110, 15, 2020-01-23, 2020-02-11
84, 7, 2017-08-30, 2018-05-11
194, 28, 2022-03-17, 2022-12-10
103, 11, 2020-05-04, 2020-07-09
191, 23, 2022-12-09, NULL
64, 25, 2017-11-07, 2018-06-24
127, 9, 2015-07-07, 2016-10-26
161, 25, 2016-02-14, 2016-03-05
3, 6, 2017-05-22, 2018-09-03
92, 5, 2017-06-22, 2018-06-10
51, 14, 2017-08-31, 2018-02-05
90, 7, 2018-05-08, 2018-10-05
118, 25, 2017-09-19, 2019-02-01
15, 20, 2017-03-08, 2018-04-18
134, 25, 2021-06-04, 2021-11-29
41, 8, 2021-03-26, 2022-06-19
89, 4, 2017-03-22, 2018-01-17
21, 22, 2020-08-27, 2021-03-15
82, 4, 2018-03-25, 2019-07-09
65, 28, 2021-09-01, 2022-08-14
183, 10, 2022-05-02, 2023-04-01
33, 18, 2017-01-28, 2018-01-04
35, 15, 2015-08-12, NULL
89, 24, 2022-04-16, 2022-11-30
155, 5, 2015-04-19, 2015-12-31
145, 26, 2016-10-04, NULL
16, 26, 2022-04-24, 2023-07-10
128, 13, 2015-01-26, 2015-08-02
175, 22, 2015-12-21, 2016-04-05
10, 30, 2021-01-21, 2021-06-01
128, 8, 2022-04-18, 2022-08-16
121, 20, 2016-12-08, 2017-01-15
121, 20, 2017-08-17, 2017-09-29
6, 2, 2019-09-08, 2021-01-15
166, 11, 2020-09-04, 2021-07-23
178, 20, 2020-09-15, 2021-08-10
101, 19, 2020-06-20, 2021-10-15
40, 8, 2017-02-19, 2017-04-12
138, 24, 2021-04-18, 2021-12-04
138, 18, 2016-05-02, 2016-09-08
63, 21, 2018-05-16, 2019-04-20
31, 20, 2022-11-06, 2024-03-19
57, 12, 2021-10-16, 2022-05-18
39, 2, 2021-08-19, 2022-09-11
122, 11, 2018-10-31, 2019-03-02
149, 7, 2017-07-21, 2017-09-02
175, 9, 2022-02-09, 2023-05-19
51, 10, 2017-03-14, 2017-06-03
114, 1, 2022-11-12, 2022-12-06
74, 11, 2017-04-06, 2017-06-17
37, 24, 2019-06-11, NULL
78, 28, 2022-10-17, 2023-05-13
150, 3, 2019-05-02, 2019-05-28
116, 12, 2022-08-08, 2023-11-11
73, 9, 2021-03-17, 2021-10-22
178, 7, 2017-12-03, 2019-01-18
170, 7, 2019-08-17, 2020-07-22
89, 15, 2022-01-26, 2023-02-10
52, 28, 2015-03-30, 2016-02-15
116, 23, 2017-06-02, 2018-09-13
5, 12, 2018-10-11, 2019-10-23
17, 17, 2022-07-07, 2023-07-09
61, 11, 2018-06-23, 2018-10-04
74, 6, 2020-01-06, 2020-11-05
98, 12, 2019-11-09, 2021-01-07
152, 9, 2021-01-23, 2021-10-24
192, 3, 2019-02-17, 2019-06-11
181, 27, 2017-06-23, 2018-11-01
171, 23, 2016-12-18, NULL
64, 14, 2021-07-22, 2021-12-02
2, 30, 2015-09-30, 2016-12-03
20, 26, 2015-08-01, 2016-09-19
81, 13, 2018-11-08, 2019-08-01
68, 26, 2015-04-02, 2016-04-10
183, 24, 2017-08-29, 2017-09-30
140, 14, 2020-11-11, 2021-02-22
40, 7, 2019-01-21, 2019-12-15
119, 1, 2020-08-28, NULL
37, 20, 2017-08-22, 2018-11-17
127, 18, 2021-10-11, 2022-08-25
94, 10, 2022-07-26, 2023-04-01
8, 11, 2019-02-07, 2020-05-10
54, 12, 2020-06-23, NULL
16, 17, 2021-08-16, 2022-11-26
123, 16, 2016-09-25, 2017-08-12
33, 13, 2018-01-29, 2018-04-07
195, 27, 2018-12-07, 2020-02-20
154, 3, 2018-02-10, 2018-09-13
89, 6, 2016-11-05, 2017-03-04
182, 4, 2015-09-15, 2016-11-29
138, 1, 2015-11-16, 2015-12-24
166, 13, 2022-12-08, 2023-05-07
132, 7, 2021-08-09, 2021-09-12
166, 10, 2015-01-25, 2015-02-03
106, 8, 2019-04-28, 2019-08-28
153, 5, 2015-01-24, 2015-10-13
44, 2, 2018-09-13, 2019-04-02
162, 8, 2021-08-17, 2022-02-14
41, 12, 2023-03-06, 2023-03-19
67, 18, 2016-05-12, 2016-08-26
168, 23, 2021-08-22, 2022-12-08
49, 4, 2017-12-20, 2018-12-05
24, 15, 2021-03-10, 2021-09-23
10, 15, 2021-02-20, 2022-06-18
64, 25, 2022-07-08, 2022-08-03
6, 1, 2015-05-17, 2016-03-24
160, 5, 2018-06-19, 2019-02-17
153, 16, 2019-11-02, 2020-09-13
132, 16, 2015-08-01, 2016-03-05
36, 30, 2018-01-16, 2018-04-14
118, 13, 2018-07-28, 2019-05-23
46, 25, 2023-03-02, 2024-05-05
188, 14, 2015-03-06, 2015-08-29
48, 14, 2023-01-24, 2023-11-20
146, 26, 2016-01-16, 2016-06-14
60, 2, 2015-08-30, 2016-10-03
193, 29, 2022-04-03, 2022-07-23
104, 19, 2022-03-28, 2022-07-21
104, 4, 2016-11-24, 2017-02-15
59, 17, 2021-09-05, 2021-12-01
148, 16, 2019-10-26, 2021-01-13
109, 16, 2019-05-25, 2019-09-14
13, 9, 2020-04-25, 2021-04-02
121, 28, 2015-03-31, 2015-12-19
102, 13, 2018-05-10, 2018-06-27
102, 27, 2023-01-20, NULL
25, 20, 2021-01-19, 2021-12-13
112, 20, 2021-05-02, NULL
192, 17, 2021-05-27, 2022-01-11
115, 23, 2022-11-12, 2023-01-10
26, 30, 2019-08-28, 2019-09-19
119, 10, 2021-04-15, 2022-02-16
83, 23, 2017-07-15, 2017-11-30
68, 7, 2017-04-24, 2017-10-28
111, 14, 2016-12-30, NULL
157, 6, 2021-10-09, NULL
105, 12, 2017-08-01, 2018-09-04
25, 4, 2019-01-09, 2020-04-03
80, 6, 2020-10-04, 2021-11-05
41, 22, 2022-03-15, 2023-04-14
186, 10, 2021-10-28, 2022-08-19
195, 9, 2015-05-27, 2016-09-13
44, 23, 2015-03-08, 2016-07-14
108, 1, 2018-06-22, NULL
194, 14, 2021-02-12, 2021-10-25
14, 2, 2019-03-24, 2020-04-14
158, 19, 2016-10-03, 2017-08-04
88, 28, 2015-08-16, 2016-06-29
197, 25, 2021-03-31, 2022-03-09
78, 22, 2017-06-03, 2018-01-30
50, 24, 2020-10-07, 2021-09-19
143, 1, 2015-05-09, NULL
172, 4, 2021-11-14, 2021-11-19
70, 26, 2017-04-01, 2018-04-05
64, 29, 2019-11-13, 2019-12-22
26, 8, 2023-02-17, 2023-06-14
57, 26, 2019-12-25, 2021-01-03
141, 16, 2017-01-25, 2017-02-10
29, 7, 2017-02-25, 2018-05-15
98, 19, 2017-08-09, 2017-12-06
180, 2, 2015-11-17, 2017-02-12
142, 4, 2020-08-29, 2021-03-22
